Print_ID,Product,ParentCategory,Category,Print_URL,Product_URL,Discount,Realization
24,Leżak bez podłokietnika ,Inne,Leżak,http://spiroprint.iwareprint.pl/,http://spiroprint.iwareprint.pl/produkty/pokaz/lezak_bez_podlokietnika,25%,Standard 5 dni
24,Leżak z podłokietnikiem ,Inne,Leżak,http://spiroprint.iwareprint.pl/,http://spiroprint.iwareprint.pl/produkty/pokaz/lezak_z_podlokietnikiem,25%,Standard 5 dni
1,Naklejki - wszystkie rodzaje,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_-_wszystkie_rodzaje,10%,Standard 2 dni
1,Naklejki podłogowe,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_podlogowe,10%,Standard 3 dni
1,Naklejki lewoczytelne (naklejane od środka),Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_lewoczytelne__naklejane_od_srodka_,10%,Standard 2 dni
1,Arkusze z naklejkami,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/arkusze_z_naklejkami,10%,Standard 3 dni
1,Naklejki Easy Dot,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_easy_dot,10%,Standard 2 dni
1,Naklejki na folii złotej lub srebrnej,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_na_folii_zlotej_lub_srebrnej,10%,Standard 2 dni
1,Naklejki plombowe,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_plombowe,10%,Standard 3 dni
1,Naklejki magnetyczne,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_magnetyczne,10%,Standard 2 dni
1,Naklejki adhezyjne,Inne,Naklejki / Etykiety,https://cyfrowadrukarniaonline.pl/ ,https://cyfrowadrukarniaonline.pl/produkty/pokaz/naklejki_adhezyjne,10%,Standard 2 dni
